Query,Execution Time
query_84.sql,0.12813234329223633
query_47.sql,0.20727229118347168
query_36.sql,0.1979835033416748
query_8.sql,0.05970478057861328
query_32.sql,0.04257678985595703
query_11.sql,0.04760599136352539
query_35.sql,1.4865388870239258
query_9.sql,0.06417179107666016
query_29.sql,0.057155609130859375
query_41.sql,0.06833171844482422
query_70.sql,0.16856026649475098
query_7.sql,0.025838375091552734
query_20.sql,0.4066648483276367
query_95.sql,0.08609557151794434
query_58.sql,0.07136702537536621
query_39.sql,0.07137370109558105
query_64.sql,0.026590824127197266
query_18.sql,0.05669832229614258
query_99.sql,0.06315755844116211
query_24.sql,0.045883893966674805
query_80.sql,0.029311418533325195
query_16.sql,0.11185860633850098
query_25.sql,0.041971683502197266
query_53.sql,0.07325577735900879
query_54.sql,0.11131453514099121
query_21.sql,0.25215840339660645
query_88.sql,0.054703474044799805
query_55.sql,0.6311352252960205
query_33.sql,0.08976316452026367
query_48.sql,0.05954790115356445
query_13.sql,0.03182220458984375
query_96.sql,0.021791696548461914
query_63.sql,0.052635908126831055
query_61.sql,0.022698640823364258
query_67.sql,0.013845682144165039
query_92.sql,0.12432456016540527
query_71.sql,0.18323159217834473
query_98.sql,0.08547139167785645
query_30.sql,0.19473028182983398
query_40.sql,0.014773368835449219
query_37.sql,0.06175518035888672
query_87.sql,0.15862250328063965
query_6.sql,0.09772324562072754
query_50.sql,0.07619786262512207
query_76.sql,0.4672107696533203
query_51.sql,0.7459139823913574
query_26.sql,0.0620732307434082
query_5.sql,0.12749648094177246
query_75.sql,0.09172224998474121
query_15.sql,0.07512974739074707
query_73.sql,0.056174278259277344
query_42.sql,0.2663393020629883
query_66.sql,0.2015218734741211
query_91.sql,0.10219335556030273
query_72.sql,0.06992149353027344
query_93.sql,1.1944546699523926
query_28.sql,0.06468772888183594
query_12.sql,0.10432314872741699
query_78.sql,0.043417930603027344
query_85.sql,0.05904531478881836
query_23.sql,0.12470436096191406
query_17.sql,0.0459749698638916
query_83.sql,0.0456082820892334
query_43.sql,0.33538007736206055
query_82.sql,0.02965712547302246
query_3.sql,0.1884441375732422
query_38.sql,0.1632683277130127
query_86.sql,0.03478837013244629
query_77.sql,0.12063717842102051
query_4.sql,0.043897390365600586
query_19.sql,0.03906726837158203
query_2.sql,0.10017013549804688
query_81.sql,0.09562826156616211
query_94.sql,0.05753588676452637
query_14.sql,0.018709182739257812
query_1.sql,0.024159669876098633
query_69.sql,1.1961019039154053
query_10.sql,0.4423196315765381
query_56.sql,0.06020784378051758
query_44.sql,0.009785890579223633
query_45.sql,0.03252720832824707
query_27.sql,0.03987741470336914
query_34.sql,0.09914445877075195
query_22.sql,0.07368803024291992
query_68.sql,1.6322410106658936
query_62.sql,0.021709680557250977
query_31.sql,0.010809183120727539
query_59.sql,0.02500295639038086
query_97.sql,0.03272604942321777
query_79.sql,0.05164051055908203
query_52.sql,0.19349145889282227
query_49.sql,0.2371525764465332
query_89.sql,0.09864139556884766
query_46.sql,0.6606929302215576
query_90.sql,0.12197041511535645
query_60.sql,0.10337352752685547
query_74.sql,0.12425398826599121
query_65.sql,0.035961151123046875
query_57.sql,0.0357053279876709
