Query,Execution Time
query_84.sql,0.07697653770446777
query_47.sql,0.12167096138000488
query_36.sql,0.10847663879394531
query_8.sql,0.052866458892822266
query_32.sql,0.028289318084716797
query_11.sql,0.027111530303955078
query_35.sql,0.7107911109924316
query_9.sql,0.044370412826538086
query_29.sql,0.03818511962890625
query_41.sql,0.053612470626831055
query_70.sql,0.10020089149475098
query_7.sql,0.017164945602416992
query_20.sql,0.29196643829345703
query_95.sql,0.054880380630493164
query_58.sql,0.046311378479003906
query_39.sql,0.04737496376037598
query_64.sql,0.019390583038330078
query_18.sql,0.03384137153625488
query_99.sql,0.03900742530822754
query_24.sql,0.02980780601501465
query_80.sql,0.026734352111816406
query_16.sql,0.0725870132446289
query_25.sql,0.03384256362915039
query_53.sql,0.043535470962524414
query_54.sql,0.06819605827331543
query_21.sql,0.12317824363708496
query_88.sql,0.046051979064941406
query_55.sql,0.44684505462646484
query_33.sql,0.04995846748352051
query_48.sql,0.03589797019958496
query_13.sql,0.031882286071777344
query_96.sql,0.017344236373901367
query_63.sql,0.036652565002441406
query_61.sql,0.014768600463867188
query_67.sql,0.019554615020751953
query_92.sql,0.045488834381103516
query_71.sql,0.07021665573120117
query_98.sql,0.04491877555847168
query_30.sql,0.1400587558746338
query_40.sql,0.010476112365722656
query_37.sql,0.052015066146850586
query_87.sql,0.13114118576049805
query_6.sql,0.060230255126953125
query_50.sql,0.05080676078796387
query_76.sql,0.28376102447509766
query_51.sql,0.42720794677734375
query_26.sql,0.04860281944274902
query_5.sql,0.10441470146179199
query_75.sql,0.04099011421203613
query_15.sql,0.04373335838317871
query_73.sql,0.03431296348571777
query_42.sql,0.1566298007965088
query_66.sql,0.10670113563537598
query_91.sql,0.06452274322509766
query_72.sql,0.026292800903320312
query_93.sql,0.5613517761230469
query_28.sql,0.04810738563537598
query_12.sql,0.06698393821716309
query_78.sql,0.0273740291595459
query_85.sql,0.04450488090515137
query_23.sql,0.07221269607543945
query_17.sql,0.01967644691467285
query_83.sql,0.033484458923339844
query_43.sql,0.22965764999389648
query_82.sql,0.016091108322143555
query_3.sql,0.09209966659545898
query_38.sql,0.07833337783813477
query_86.sql,0.021314382553100586
query_77.sql,0.07689023017883301
query_4.sql,0.018903493881225586
query_19.sql,0.023941755294799805
query_2.sql,0.06469249725341797
query_81.sql,0.02983832359313965
query_94.sql,0.04219555854797363
query_14.sql,0.013851404190063477
query_1.sql,0.013527631759643555
query_69.sql,0.6199181079864502
query_10.sql,0.20578479766845703
query_56.sql,0.03794980049133301
query_44.sql,0.006517887115478516
query_45.sql,0.021663188934326172
query_27.sql,0.048207759857177734
query_34.sql,0.060538530349731445
query_22.sql,0.024080753326416016
query_68.sql,0.5816640853881836
query_62.sql,0.015655040740966797
query_31.sql,0.008197784423828125
query_59.sql,0.015556573867797852
query_97.sql,0.027084827423095703
query_79.sql,0.029382944107055664
query_52.sql,0.07834863662719727
query_49.sql,0.15789556503295898
query_89.sql,0.04748654365539551
query_46.sql,0.3396320343017578
query_90.sql,0.08675336837768555
query_60.sql,0.04458928108215332
query_74.sql,0.05803728103637695
query_65.sql,0.018536090850830078
query_57.sql,0.029057025909423828
