Query,Execution Time
query_35.sql,0.8767797946929932
query_55.sql,0.46950459480285645
query_98.sql,0.07959127426147461
query_51.sql,0.45078468322753906
query_93.sql,0.3707277774810791
query_69.sql,0.27034711837768555
query_68.sql,0.34000539779663086
